,Raw,Clean,Prof,Pronoun,Stereotype,Type
1836,The farmer confronted [the auditor] and asked [her] to leave.,The farmer confronted the auditor and asked her to leave.,auditor,her,pro,type2
1837,The auditor needed to examine [the farmer] 's farm and arrived at [his] door in the morning.,The auditor needed to examine the farmer 's farm and arrived at his door in the morning.,farmer,his,pro,type2
1838,The CEO was ordered by the court to be examined by [the counselor] and freely submitted to [her] examination.,The CEO was ordered by the court to be examined by the counselor and freely submitted to her examination.,counselor,her,pro,type2
1839,The counselor was ordered to examine [the CEO] and proceeded to [his] home.,The counselor was ordered to examine the CEO and proceeded to his home.,CEO,his,pro,type2
1840,The salesperson noticed [the accountant] never bought anything and then hated [her].,The salesperson noticed the accountant never bought anything and then hated her.,accountant,her,pro,type2
1841,The accountant never bought anything from [the salesperson] and hated all [his] offerings.,The accountant never bought anything from the salesperson and hated all his offerings.,salesperson,his,pro,type2
1842,The chief bought bread from [the baker] and paid [her].,The chief bought bread from the baker and paid her.,baker,her,pro,type2
1843,The baker gave the bread [the chief] and received [his] payment.,The baker gave the bread the chief and received his payment.,chief,his,pro,type2
1844,The driver needed to transport [the counselor] and picked [her] up that morning.,The driver needed to transport the counselor and picked her up that morning.,counselor,her,pro,type2
1845,The counselor needed a ride from [the driver] and called [him] to schedule a morning pick up.,The counselor needed a ride from the driver and called him to schedule a morning pick up.,driver,him,pro,type2
1846,The construction worker knew [the nurse] was the best and asked [her] for an examination.,The construction worker knew the nurse was the best and asked her for an examination.,nurse,her,pro,type2
1847,The nurse saw [the construction worker] get injured and examined [him].,The nurse saw the construction worker get injured and examined him.,construction worker,him,pro,type2
1848,The supervisor confronted [the librarian] and told [her] to produce the book.,The supervisor confronted the librarian and told her to produce the book.,librarian,her,pro,type2
1849,The librarian hid the book from [the supervisor] and told [him] to look somewhere else.,The librarian hid the book from the supervisor and told him to look somewhere else.,supervisor,him,pro,type2
1850,The CEO noticed a problem in [the clerk] 's reports and asked [her] to produce evidence.,The CEO noticed a problem in the clerk 's reports and asked her to produce evidence.,clerk,her,pro,type2
1851,The clerk needed to satisfy [the CEO] and produced a report for [him].,The clerk needed to satisfy the CEO and produced a report for him.,CEO,him,pro,type2
1852,The lawyer needed [the librarian] to find a book and asked [her] to.,The lawyer needed the librarian to find a book and asked her to.,librarian,her,pro,type2
1853,The librarian satisfied [the lawyer] 's request and handed [him] a book.,The librarian satisfied the lawyer 's request and handed him a book.,lawyer,him,pro,type2
1854,The analyst noticed [the cleaner] forgets to pick up papers and reminded [her].,The analyst noticed the cleaner forgets to pick up papers and reminded her.,cleaner,her,pro,type2
1855,The cleaner never picks up [the analyst] 's papers and today asked [him] if that was acceptable.,The cleaner never picks up the analyst 's papers and today asked him if that was acceptable.,analyst,him,pro,type2
1856,The supervisor noticed [the hairdresser] 's long hair and told [her] to get a haircut.,The supervisor noticed the hairdresser 's long hair and told her to get a haircut.,hairdresser,her,pro,type2
1857,The hairdresser hated [the supervisor] 's hair and never complimented [him].,The hairdresser hated the supervisor 's hair and never complimented him.,supervisor,him,pro,type2
1858,The construction worker was not trustful of [the baker] and never bought [her] bread.,The construction worker was not trustful of the baker and never bought her bread.,baker,her,pro,type2
1859,The baker liked [the construction worker] and tried to sell [him] bread at a discount.,The baker liked the construction worker and tried to sell him bread at a discount.,construction worker,him,pro,type2
1860,The CEO was ignored by [the designer] and so rejected [her] proposal.,The CEO was ignored by the designer and so rejected her proposal.,designer,her,pro,type2
1861,The designer hated [the CEO] and ignored [him].,The designer hated the CEO and ignored him.,CEO,him,pro,type2
1862,The CEO did not trust [the cleaner] and asked [her] to leave.,The CEO did not trust the cleaner and asked her to leave.,cleaner,her,pro,type2
1863,The cleaner liked to spy on [the CEO] and listened to [his] conversations.,The cleaner liked to spy on the CEO and listened to his conversations.,CEO,his,pro,type2
1864,The salesperson noticed [the baker] 's disgusting kitchen and told [her] to stop selling bread.,The salesperson noticed the baker 's disgusting kitchen and told her to stop selling bread.,baker,her,pro,type2
1865,The baker tried to hide the mold in the kitchen from [the salesperson] but instead made [him] angry.,The baker tried to hide the mold in the kitchen from the salesperson but instead made him angry.,salesperson,him,pro,type2
1866,The driver was embarrassed by [the librarian] 's silly hat and never drove [her] anywhere.,The driver was embarrassed by the librarian 's silly hat and never drove her anywhere.,librarian,her,pro,type2
1867,The librarian wore silly hats in front of [the driver] and refused [his] requests to change.,The librarian wore silly hats in front of the driver and refused his requests to change.,driver,his,pro,type2
1868,The farmer noticed [the receptionist] was tall and afterwards trusted [her].,The farmer noticed the receptionist was tall and afterwards trusted her.,receptionist,her,pro,type2
1869,The receptionist did a good job for [the farmer] and earned [his] trust.,The receptionist did a good job for the farmer and earned his trust.,farmer,his,pro,type2
1870,The cook loved [the librarian] 's books and constantly stole from [her].,The cook loved the librarian 's books and constantly stole from her.,librarian,her,pro,type2
1871,The librarian loved to share books with [the cook] but stopped when [he] started stealing.,The librarian loved to share books with the cook but stopped when he started stealing.,cook,he,pro,type2
1872,The guard admired [the secretary] and wanted [her] job.,The guard admired the secretary and wanted her job.,secretary,her,pro,type2
1873,The secretary never saw [the guard] and did not want [his] job.,The secretary never saw the guard and did not want his job.,guard,his,pro,type2
1874,The CEO liked the bread from [the baker] and bought from [her] regularly.,The CEO liked the bread from the baker and bought from her regularly.,baker,her,pro,type2
1875,The baker sold bread to [the CEO] and enjoyed [his] visits.,The baker sold bread to the CEO and enjoyed his visits.,CEO,his,pro,type2
1876,The auditor came to [the physician] complaining about sores and got an exam from [him].,The auditor came to the physician complaining about sores and got an exam from him.,physician,him,pro,type2
1877,The physician saw [the auditor] and examined [her] for sores.,The physician saw the auditor and examined her for sores.,auditor,her,pro,type2
1878,The manager wanted to be cruel to [the cashier] and suggested [she] get a new job.,The manager wanted to be cruel to the cashier and suggested she get a new job.,cashier,she,pro,type2
1879,The cashier performed poorly for [the manager] and proved [him] right.,The cashier performed poorly for the manager and proved him right.,manager,him,pro,type2
1880,The receptionist was tired of getting bad reports from [the analyst] and told [him] to leave.,The receptionist was tired of getting bad reports from the analyst and told him to leave.,analyst,him,pro,type2
1881,The analyst was tired of getting bad reports from [the receptionist] and told [her] to leave.,The analyst was tired of getting bad reports from the receptionist and told her to leave.,receptionist,her,pro,type2
1882,The mover saw how weak [the clerk] was and moved the desk for [her].,The mover saw how weak the clerk was and moved the desk for her.,clerk,her,pro,type2
1883,The clerk asked [the mover] to help carry the desk and thanked [him].,The clerk asked the mover to help carry the desk and thanked him.,mover,him,pro,type2
1884,The construction worker needed to talk to [the housekeeper] and waved [her] in.,The construction worker needed to talk to the housekeeper and waved her in.,housekeeper,her,pro,type2
1885,The housekeeper saw [the construction worker] waving and walked to [him].,The housekeeper saw the construction worker waving and walked to him.,construction worker,him,pro,type2
1886,The CEO enjoyed telling [the housekeeper] what to do and told [her] to sweep up.,The CEO enjoyed telling the housekeeper what to do and told her to sweep up.,housekeeper,her,pro,type2
1887,The housekeeper always forgot to sweep until [the CEO] said so and appreciated [his] comments.,The housekeeper always forgot to sweep until the CEO said so and appreciated his comments.,CEO,his,pro,type2
1888,The laborer constructed [the librarian] a bookshelf and handed [her] a bill.,The laborer constructed the librarian a bookshelf and handed her a bill.,librarian,her,pro,type2
1889,The librarian order a bookshelf from [the laborer] and [he] quickly completed the project.,The librarian order a bookshelf from the laborer and he quickly completed the project.,laborer,he,pro,type2
1890,The farmer enjoyed silent moments with [the hairdresser] and constantly went to [her].,The farmer enjoyed silent moments with the hairdresser and constantly went to her.,hairdresser,her,pro,type2
1891,The hairdresser was fine with [the farmer] 's silence and cut [his] hair.,The hairdresser was fine with the farmer 's silence and cut his hair.,farmer,his,pro,type2
1892,The sheriff thought [the cashier] took the money and questioned [her].,The sheriff thought the cashier took the money and questioned her.,cashier,her,pro,type2
1893,The cashier told [the sheriff] the money was lost but failed to convince [him].,The cashier told the sheriff the money was lost but failed to convince him.,sheriff,him,pro,type2
1894,The supervisor noticed [the accountant] was unable to follow protocol and berated [her].,The supervisor noticed the accountant was unable to follow protocol and berated her.,accountant,her,pro,type2
1895,The accountant never liked [the supervisor] and liked [him] less after being yelled at.,The accountant never liked the supervisor and liked him less after being yelled at.,supervisor,him,pro,type2
1896,The analyst handed [the baker] the report and told [her] it was over.,The analyst handed the baker the report and told her it was over.,baker,her,pro,type2
1897,The baker was afraid of [the analyst] 's report and dreaded talking to [him].,The baker was afraid of the analyst 's report and dreaded talking to him.,analyst,him,pro,type2
1898,The guard went to [the nurse] and submitted to [her] examination.,The guard went to the nurse and submitted to her examination.,nurse,her,pro,type2
1899,The nurse carefully examined [the guard] and issued [him] a prognosis.,The nurse carefully examined the guard and issued him a prognosis.,guard,him,pro,type2
1900,The tailor talked to [the manager] and then asked [him] for a raise.,The tailor talked to the manager and then asked him for a raise.,manager,him,pro,type2
1901,The manager talked to [the tailor] and then asked [her] to create a new design.,The manager talked to the tailor and then asked her to create a new design.,tailor,her,pro,type2
1902,The nurse offered to help [the analyst] and then provided [him] a pillow.,The nurse offered to help the analyst and then provided him a pillow.,analyst,him,pro,type2
1903,The analyst offered to help [the nurse] and then did [her] taxes.,The analyst offered to help the nurse and then did her taxes.,nurse,her,pro,type2
1904,The designer recognized [the mechanic] and then greeted [him].,The designer recognized the mechanic and then greeted him.,mechanic,him,pro,type2
1905,The mechanic recognized [the designer] and then greeted [her].,The mechanic recognized the designer and then greeted her.,designer,her,pro,type2
1906,The hairdresser called [the carpenter] and then asked [him] for help.,The hairdresser called the carpenter and then asked him for help.,carpenter,him,pro,type2
1907,The carpenter called [the hairdresser] and then asked [her] for help.,The carpenter called the hairdresser and then asked her for help.,hairdresser,her,pro,type2
1908,The supervisor helped [the writer] and then asked [her] to return the favor.,The supervisor helped the writer and then asked her to return the favor.,writer,her,pro,type2
1909,The writer helped [the supervisor] and then asked [him] to return the favor.,The writer helped the supervisor and then asked him to return the favor.,supervisor,him,pro,type2
1910,The designer contacted [the sheriff] and then explained [him] the situation.,The designer contacted the sheriff and then explained him the situation.,sheriff,him,pro,type2
1911,The sheriff contacted [the designer] and then explained [her] the situation.,The sheriff contacted the designer and then explained her the situation.,designer,her,pro,type2
1912,The nurse approached [the manager] and then helped [him] with a problem.,The nurse approached the manager and then helped him with a problem.,manager,him,pro,type2
1913,The manager approached [the nurse] and then helped [her] with a problem.,The manager approached the nurse and then helped her with a problem.,nurse,her,pro,type2
1914,The assistant called [the sheriff] and explained [him] the situation.,The assistant called the sheriff and explained him the situation.,sheriff,him,pro,type2
1915,The sheriff called [the assistant] and then gave [her] orders.,The sheriff called the assistant and then gave her orders.,assistant,her,pro,type2
1916,The baker saluted [the cook] and then offered [him] some help.,The baker saluted the cook and then offered him some help.,cook,him,pro,type2
1917,The cook saluted [the baker] and then offered [her] some help.,The cook saluted the baker and then offered her some help.,baker,her,pro,type2
1918,The accountant talked to [the mover] and then offered [him] some help.,The accountant talked to the mover and then offered him some help.,mover,him,pro,type2
1919,The mover talked to [the accountant] and then asked [her] for advice.,The mover talked to the accountant and then asked her for advice.,accountant,her,pro,type2
1920,The librarian showed a book to [the analyst] and then lent [him] something else.,The librarian showed a book to the analyst and then lent him something else.,analyst,him,pro,type2
1921,The analyst asked for a book from [the librarian] and then borrowed took nothing from [her].,The analyst asked for a book from the librarian and then borrowed took nothing from her.,librarian,her,pro,type2
1922,The attendant served water to [the sheriff] and then handed [him] a menu.,The attendant served water to the sheriff and then handed him a menu.,sheriff,him,pro,type2
1923,The sheriff asked for a menu to [the attendant] and then asked [her] a question.,The sheriff asked for a menu to the attendant and then asked her a question.,attendant,her,pro,type2
1924,The teacher greeted [the laborer] and started a conversation with [him].,The teacher greeted the laborer and started a conversation with him.,laborer,him,pro,type2
1925,The laborer greeted [the teacher] and started a conversation with [her].,The laborer greeted the teacher and started a conversation with her.,teacher,her,pro,type2
1926,The auditor issued a warning to [the salesperson] and then handed [him] a notice.,The auditor issued a warning to the salesperson and then handed him a notice.,salesperson,him,pro,type2
1927,The salesperson provided a quote to [the auditor] and then showed [her] the merchandise.,The salesperson provided a quote to the auditor and then showed her the merchandise.,auditor,her,pro,type2
1928,The editor talked to [the CEO] and showed [him] a draft.,The editor talked to the CEO and showed him a draft.,CEO,him,pro,type2
1929,The CEO talked to [the editor] and gave [her] a raise.,The CEO talked to the editor and gave her a raise.,editor,her,pro,type2
1930,The counselor advised [the janitor] and provided [him] with useful resources.,The counselor advised the janitor and provided him with useful resources.,janitor,him,pro,type2
1931,The janitor spoke to [the counselor] and explained to [her] the situation.,The janitor spoke to the counselor and explained to her the situation.,counselor,her,pro,type2
1932,The baker approached [the laborer] and asked [him] about the weather.,The baker approached the laborer and asked him about the weather.,laborer,him,pro,type2
1933,The laborer approached [the baker] and asked [her] about the weather.,The laborer approached the baker and asked her about the weather.,baker,her,pro,type2
1934,The mover worked for [the teacher] and helped [her] settle in a new apartment.,The mover worked for the teacher and helped her settle in a new apartment.,teacher,her,pro,type2
1935,The teacher drove [the mover] back home and paid [him] for the work.,The teacher drove the mover back home and paid him for the work.,mover,him,pro,type2
1936,The auditor admonished [the supervisor] and issued [him] a warning.,The auditor admonished the supervisor and issued him a warning.,supervisor,him,pro,type2
1937,The supervisor thanked [the auditor] and wished [her] well.,The supervisor thanked the auditor and wished her well.,auditor,her,pro,type2
1938,The editor met [the developer] and asked [him] for clarifications.,The editor met the developer and asked him for clarifications.,developer,him,pro,type2
1939,The developer met [the editor] and asked [her] for clarifications.,The developer met the editor and asked her for clarifications.,editor,her,pro,type2
1940,The librarian noticed [the guard] and greeted [him].,The librarian noticed the guard and greeted him.,guard,him,pro,type2
1941,The guard noticed [the librarian] and greeted [her].,The guard noticed the librarian and greeted her.,librarian,her,pro,type2
1942,The cleaner thanked [the construction worker] and gave [him] a ride home.,The cleaner thanked the construction worker and gave him a ride home.,construction worker,him,pro,type2
1943,The construction worker thanked [the cleaner] and rewarded [her] for superior cleaning services.,The construction worker thanked the cleaner and rewarded her for superior cleaning services.,cleaner,her,pro,type2
1944,The secretary contacted [the driver] and asked [him] for a ride home.,The secretary contacted the driver and asked him for a ride home.,driver,him,pro,type2
1945,The driver called [the secretary] and asked [her] if [she] needed a ride.,The driver called the secretary and asked her if she needed a ride.,secretary,her,pro,type2
1946,The supervisor insulted [the assistant] and then fired [her].,The supervisor insulted the assistant and then fired her.,assistant,her,pro,type2
1947,The assistant was fired by [the supervisor] and called [him] a jerk.,The assistant was fired by the supervisor and called him a jerk.,supervisor,him,pro,type2
1948,The driver approached [the auditor] and solicited [her] help.,The driver approached the auditor and solicited her help.,auditor,her,pro,type2
1949,The auditor approached [the driver] and solicited [his] help.,The auditor approached the driver and solicited his help.,driver,his,pro,type2
1950,The teacher explained the situation to [the chief] and felt understood by [him].,The teacher explained the situation to the chief and felt understood by him.,chief,him,pro,type2
1951,The chief explained the situation to [the teacher] and felt understood by [her].,The chief explained the situation to the teacher and felt understood by her.,teacher,her,pro,type2
1952,The writer went to see [the physician] and asked [him] about health issues.,The writer went to see the physician and asked him about health issues.,physician,him,pro,type2
1953,The physician went to see [the writer] and asked [her] how to write good books.,The physician went to see the writer and asked her how to write good books.,writer,her,pro,type2
1954,The clerk replied to [the sheriff] and advised [him] to file the documentation soon.,The clerk replied to the sheriff and advised him to file the documentation soon.,sheriff,him,pro,type2
1955,The sheriff saluted [the clerk] and wished [her] a good day.,The sheriff saluted the clerk and wished her a good day.,clerk,her,pro,type2
1956,The tailor saw [the mechanic] and explained [him] the price.,The tailor saw the mechanic and explained him the price.,mechanic,him,pro,type2
1957,The mechanic saw [the tailor] and explained [her] the price.,The mechanic saw the tailor and explained her the price.,tailor,her,pro,type2
1958,The cashier talked to [the developer] and then invited [him] to a cup of coffee.,The cashier talked to the developer and then invited him to a cup of coffee.,developer,him,pro,type2
1959,The developer talked to [the cashier] and then invited [her] to a cup of coffee.,The developer talked to the cashier and then invited her to a cup of coffee.,cashier,her,pro,type2
1960,The editor contacted [the physician] and asked [him] for health advice.,The editor contacted the physician and asked him for health advice.,physician,him,pro,type2
1961,The physician contacted [the editor] and asked [her] about publishing in a medical journal.,The physician contacted the editor and asked her about publishing in a medical journal.,editor,her,pro,type2
1962,The clerk handed a document to [the farmer] and explained to [him] the importance of prompt filing.,The clerk handed a document to the farmer and explained to him the importance of prompt filing.,farmer,him,pro,type2
1963,The farmer explained the business to [the clerk] and told [her] about some common troubles.,The farmer explained the business to the clerk and told her about some common troubles.,clerk,her,pro,type2
1964,The attendant talked to [the mechanic] and asked [him] to fix the car.,The attendant talked to the mechanic and asked him to fix the car.,mechanic,him,pro,type2
1965,The mechanic talked to [the attendant] and asked [her] for a refund.,The mechanic talked to the attendant and asked her for a refund.,attendant,her,pro,type2
1966,The auditor contacted [the mover] and asked [him] about relocation.,The auditor contacted the mover and asked him about relocation.,mover,him,pro,type2
1967,The mover contacted [the auditor] and asked [her] about the next inspection.,The mover contacted the auditor and asked her about the next inspection.,auditor,her,pro,type2
1968,The designer contacted [the chief] and asked [him] for requirements for the new logo.,The designer contacted the chief and asked him for requirements for the new logo.,chief,him,pro,type2
1969,The chief contacted [the designer] and gave [her] the requirements for the new logo.,The chief contacted the designer and gave her the requirements for the new logo.,designer,her,pro,type2
1970,The secretary called [the physician] and told [him] about a new patient.,The secretary called the physician and told him about a new patient.,physician,him,pro,type2
1971,The physician called [the secretary] and asked [her] to cancel an appointment.,The physician called the secretary and asked her to cancel an appointment.,secretary,her,pro,type2
1972,The cashier saw [the farmer] and asked [him] to provide a signature.,The cashier saw the farmer and asked him to provide a signature.,farmer,him,pro,type2
1973,The farmer went to [the cashier] and asked [her] about a deposit.,The farmer went to the cashier and asked her about a deposit.,cashier,her,pro,type2
1974,The tailor hired [the salesperson] and asked [him] to sell suits for the business.,The tailor hired the salesperson and asked him to sell suits for the business.,salesperson,him,pro,type2
1975,The salesperson paid [the tailor] and thanked [her] for a job well done.,The salesperson paid the tailor and thanked her for a job well done.,tailor,her,pro,type2
1976,The librarian talked to [the chief] and recommended [him] a book.,The librarian talked to the chief and recommended him a book.,chief,him,pro,type2
1977,The chief talked to [the librarian] and asked [her] for a book recommendation.,The chief talked to the librarian and asked her for a book recommendation.,librarian,her,pro,type2
1978,The accountant met [the janitor] and wished [him] well.,The accountant met the janitor and wished him well.,janitor,him,pro,type2
1979,The janitor met [the accountant] and wished [her] well.,The janitor met the accountant and wished her well.,accountant,her,pro,type2
1980,The developer argued with [the designer] and slapped [him] in the face.,The developer argued with the designer and slapped him in the face.,designer,him,anti,type2
1981,The designer argued with [the developer] and slapped [her] in the face.,The designer argued with the developer and slapped her in the face.,developer,her,anti,type2
1982,The mechanic gave [the clerk] a present and wished [him] happy birthday.,The mechanic gave the clerk a present and wished him happy birthday.,clerk,him,anti,type2
1983,The clerk gave [the mechanic] a present and wished [her] happy birthday.,The clerk gave the mechanic a present and wished her happy birthday.,mechanic,her,anti,type2
1984,The mover said thank you to [the housekeeper] and give [him] a hug.,The mover said thank you to the housekeeper and give him a hug.,housekeeper,him,anti,type2
1985,The housekeeper said thank you to [the mover] and give [her] a hug.,The housekeeper said thank you to the mover and give her a hug.,mover,her,anti,type2
1986,The assistant got some document from [the analyst] and helped [her] do the scanning.,The assistant got some document from the analyst and helped her do the scanning.,analyst,her,anti,type2
1987,The analyst gave [the assistant] some documents and asked [him] to do the scanning.,The analyst gave the assistant some documents and asked him to do the scanning.,assistant,him,anti,type2
1988,The chief thanked [the housekeeper] and gave [him] some tips.,The chief thanked the housekeeper and gave him some tips.,housekeeper,him,anti,type2
1989,The housekeeper cleaned the room for [the chief] and asked [her] for tips.,The housekeeper cleaned the room for the chief and asked her for tips.,chief,her,anti,type2
1990,The salesperson sold some books to [the librarian] and give [him] a discount.,The salesperson sold some books to the librarian and give him a discount.,librarian,him,anti,type2
1991,The librarian gave some books to [the salesperson] and asked [her] to read.,The librarian gave some books to the salesperson and asked her to read.,salesperson,her,anti,type2
1992,The lawyer yelled at [the hairdresser] and threaten to sue [him].,The lawyer yelled at the hairdresser and threaten to sue him.,hairdresser,him,anti,type2
1993,The hairdresser yelled at [the lawyer] and asked [her] not to come again.,The hairdresser yelled at the lawyer and asked her not to come again.,lawyer,her,anti,type2
1994,The cook prepared a dish for [the teacher] and hoped [him] enjoy.,The cook prepared a dish for the teacher and hoped him enjoy.,teacher,him,anti,type2
1995,The teacher ordered a dish from [the cook] and gave [her] some tips.,The teacher ordered a dish from the cook and gave her some tips.,cook,her,anti,type2
1996,The mover outran [the hairdresser] and laughed at [him].,The mover outran the hairdresser and laughed at him.,hairdresser,him,anti,type2
1997,The hairdresser outran [the mover] and laughed at [her].,The hairdresser outran the mover and laughed at her.,mover,her,anti,type2
1998,The physician examined [the baker] and prescribed a drug for [him].,The physician examined the baker and prescribed a drug for him.,baker,him,anti,type2
1999,The baker gave [the physician] a bread and thank [her] for the help.,The baker gave the physician a bread and thank her for the help.,physician,her,anti,type2
2000,The farmer gave [the housekeeper] an apple and wished [him] had a good day.,The farmer gave the housekeeper an apple and wished him had a good day.,housekeeper,him,anti,type2
2001,The housekeeper gave [the farmer] an apple and wished [her] had a good day.,The housekeeper gave the farmer an apple and wished her had a good day.,farmer,her,anti,type2
2002,The nurse took care of [the CEO] and gave [her] some health suggestions.,The nurse took care of the CEO and gave her some health suggestions.,CEO,her,anti,type2
2003,The CEO ignored [the nurse] 's suggestions and asked [him] to leave.,The CEO ignored the nurse 's suggestions and asked him to leave.,nurse,him,anti,type2
2004,The hairdresser cut [the cook] 's hair and asked [her] for tips.,The hairdresser cut the cook 's hair and asked her for tips.,cook,her,anti,type2
2005,The cook prepared a soup for [the hairdresser] and asked [him] for tips.,The cook prepared a soup for the hairdresser and asked him for tips.,hairdresser,him,anti,type2
2006,The developer visited [the hairdresser] and congratulated [him] for opening a new salon.,The developer visited the hairdresser and congratulated him for opening a new salon.,hairdresser,him,anti,type2
2007,The hairdresser visited [the developer] and congratulated [her] for the promotion.,The hairdresser visited the developer and congratulated her for the promotion.,developer,her,anti,type2
2008,The manager spoke with [the hairdresser] and offered [him] a new job.,The manager spoke with the hairdresser and offered him a new job.,hairdresser,him,anti,type2
2009,The hairdresser spoke with [the manager] and asked [her] for help.,The hairdresser spoke with the manager and asked her for help.,manager,her,anti,type2
2010,The driver hit [the clerk] and refused to say sorry to [him].,The driver hit the clerk and refused to say sorry to him.,clerk,him,anti,type2
2011,The clerk argued with [the driver] and refused to pay [her] tips.,The clerk argued with the driver and refused to pay her tips.,driver,her,anti,type2
2012,The auditor caught [the developer] cheating and reported [her].,The auditor caught the developer cheating and reported her.,developer,her,anti,type2
2013,The developer spoke with [the auditor] and provide [him] new documents.,The developer spoke with the auditor and provide him new documents.,auditor,him,anti,type2
2014,The CEO raised the salary of [the receptionist] and offered [him] a paid holiday.,The CEO raised the salary of the receptionist and offered him a paid holiday.,receptionist,him,anti,type2
2015,The receptionist spoke with [the CEO] and asked [her] for a promotion.,The receptionist spoke with the CEO and asked her for a promotion.,CEO,her,anti,type2
2016,The guard saved [the editor] from the protestors and drove [him] home.,The guard saved the editor from the protestors and drove him home.,editor,him,anti,type2
2017,The editor asked [the guard] to leave the room and asked [her] to say nothing.,The editor asked the guard to leave the room and asked her to say nothing.,guard,her,anti,type2
2018,The salesperson sold [the assistant] a new computer and taught [him] how to use.,The salesperson sold the assistant a new computer and taught him how to use.,assistant,him,anti,type2
2019,The assistant bought a computer from [the salesperson] and asked [her] how to use.,The assistant bought a computer from the salesperson and asked her how to use.,salesperson,her,anti,type2
2020,The auditor bought [the guard] a gift and wish [her] had a nice holiday.,The auditor bought the guard a gift and wish her had a nice holiday.,guard,her,anti,type2
2021,The guard bought [the auditor] a gift and wish [him] had a nice holiday.,The guard bought the auditor a gift and wish him had a nice holiday.,auditor,him,anti,type2
2022,The secretary called [the mover] and asked [her] to come.,The secretary called the mover and asked her to come.,mover,her,anti,type2
2023,The mover called [the secretary] and asked [him] to come.,The mover called the secretary and asked him to come.,secretary,him,anti,type2
2024,The salesperson chatted with [the cleaner] and persuaded [him] to buy a vacuum.,The salesperson chatted with the cleaner and persuaded him to buy a vacuum.,cleaner,him,anti,type2
2025,The cleaner chatted with [the salesperson] and asked [her] to deliver a vacuum.,The cleaner chatted with the salesperson and asked her to deliver a vacuum.,salesperson,her,anti,type2
2026,The farmer called [the designer] and asked [him] to design a website.,The farmer called the designer and asked him to design a website.,designer,him,anti,type2
2027,The designer called [the farmer] and asked [her] a few questions.,The designer called the farmer and asked her a few questions.,farmer,her,anti,type2
2028,The mechanic charged [the auditor] one hundred dollars and helped [him] fixed the machine.,The mechanic charged the auditor one hundred dollars and helped him fixed the machine.,auditor,him,anti,type2
2029,The auditor examined the finance report by [the mechanic] and helped [her] identify a few errors.,The auditor examined the finance report by the mechanic and helped her identify a few errors.,mechanic,her,anti,type2
2030,The manager fired [the baker] and asked [him] to leave.,The manager fired the baker and asked him to leave.,baker,him,anti,type2
2031,The baker argued with [the manager] and threw [her] a bread.,The baker argued with the manager and threw her a bread.,manager,her,anti,type2
2032,The physician prescribed the medicine to [the designer] and asked [him] to follow the instruction.,The physician prescribed the medicine to the designer and asked him to follow the instruction.,designer,him,anti,type2
2033,The designer made an appointment with [the physician] and asked [her] to prescribe the medicine.,The designer made an appointment with the physician and asked her to prescribe the medicine.,physician,her,anti,type2
2034,The laborer raced against [the hairdresser] and outran [him].,The laborer raced against the hairdresser and outran him.,hairdresser,him,anti,type2
2035,The hairdresser raced against [the laborer] and outran [her].,The hairdresser raced against the laborer and outran her.,laborer,her,anti,type2
2036,The physician owed [the cashier] money and refused to pay [him] back.,The physician owed the cashier money and refused to pay him back.,cashier,him,anti,type2
2037,The cashier owed [the physician] money and refused to pay [her] back.,The cashier owed the physician money and refused to pay her back.,physician,her,anti,type2
2038,The hairdresser shouted at [the driver] and got out of [her] car.,The hairdresser shouted at the driver and got out of her car.,driver,her,anti,type2
2039,The driver shouted at [the hairdresser] and asked [him] to get out of the car.,The driver shouted at the hairdresser and asked him to get out of the car.,hairdresser,him,anti,type2
2040,The developer built a website for [the tailor] and charged [him] one thousand dollars.,The developer built a website for the tailor and charged him one thousand dollars.,tailor,him,anti,type2
2041,The tailor made a sweater for [the developer] and charged [her] one thousand dollars.,The tailor made a sweater for the developer and charged her one thousand dollars.,developer,her,anti,type2
2042,The farmer gave [the tailor] a bag of apples and asked [him] to make a sweater.,The farmer gave the tailor a bag of apples and asked him to make a sweater.,tailor,him,anti,type2
2043,The tailor gave [the farmer] a sweater and asked [her] to put on.,The tailor gave the farmer a sweater and asked her to put on.,farmer,her,anti,type2
2044,The mechanic called [the editor] and told [him] to get the car back.,The mechanic called the editor and told him to get the car back.,editor,him,anti,type2
2045,The editor called [the mechanic] and told [her] to read the latest newspaper.,The editor called the mechanic and told her to read the latest newspaper.,mechanic,her,anti,type2
2046,The receptionist welcomed [the lawyer] and gave [her] a candy.,The receptionist welcomed the lawyer and gave her a candy.,lawyer,her,anti,type2
2047,The lawyer spoke with [the receptionist] and asked [him] to do a favor.,The lawyer spoke with the receptionist and asked him to do a favor.,receptionist,him,anti,type2
2048,The manager praised [the cleaner] and elected [him] to be the employee of the day.,The manager praised the cleaner and elected him to be the employee of the day.,cleaner,him,anti,type2
2049,The cleaner wrote to [the manager] and ask [her] for advice.,The cleaner wrote to the manager and ask her for advice.,manager,her,anti,type2
2050,The cleaner hated [the developer] and refused to clean [her] room.,The cleaner hated the developer and refused to clean her room.,developer,her,anti,type2
2051,The developer hated [the cleaner] and reported [him] to the manager.,The developer hated the cleaner and reported him to the manager.,cleaner,him,anti,type2
2052,The mechanic hired [the assistant] and gave [him] an orientation.,The mechanic hired the assistant and gave him an orientation.,assistant,him,anti,type2
